ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	CONCEPT_TYPE	FORM	TOKENS	OCCURRENCES	WORD_FORMS	GLOSS_FORMS	PHRASE_EXAMPLE	GLOSS_EXAMPLE	REFERENCES	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	CROSSID
1	Qiang	earth	earth	lexicon	zəp	z ə p	2	zəp-le:	earth-DEF:CL	zəp-le: ȵi-ke: pe-ji qeʴlotʂu-ʁɑ,	earth-DEF:CL WH-INDEF:CL become-CSM in.the.past-LOC	1:0:0 3:0:0	3 7 1	AXN	SEP	1	1.S.C 1.E.V 1.P.c	2.0 1.5 0.8	zəp	0	445
2	Qiang	earth	earth	lexicon	zəpəq	z ə p ə q	3	zəpəq-tɑ	earth-LOC	mutsitʂu ȵɑ tugantʂu mutsitʂu ȵɑ tugantʂu zəpəq-tɑ ɦo-lu-ɑ:-ji.	Mutsitʂu COM Tugantʂu Mutsitʂu COM Tugantʂu earth-LOC DIR-come-PRS-CSM	25:6:0 28:1:0 49:1:0	3 7 1 7 1	AXBYN	SEPEK	1	1.S.C 1.E.V 1.P.C 1.E.V 1.K.c	2.0 1.5 1.75 1.3 0.8	zəpəq	0	445
3	Qiang	earth	earth	lexicon	zɑ	z ɑ	1	zɑ-ʁə	earth-LOC	thizzi zɑ-ʁə bəl-dʐə-wa-χuɑ-ȵi,	3dl earth-LOC do-able-very-because-ADV	54:1:0	3 7	AX	SA	1	1.S.C 1.A.V	2.0 1.5	zɑ	0	445
292	Qiang	eat	eat	lexicon	dzə	d z ə	18	dzə	eat	tu ɦɑlɑ ʂkup-le:-ŋuəȵi ɦɑ-tsu kɑpətʂ tou dzə kɑntɕhi-kui-tɕu,	RESULT INT orangutan-DEF:CL-TOP INT-here orphan DEF:one:CL eat think/want-NAR-PART	60:6:0 61:2:0 74:3:0 147:4:0 169:3:0 552:4:0 675:2:0 675:4:0 713:3:0 713:4:0 716:3:0 716:5:0 757:2:0 759:4:0 759:6:0 770:3:0 770:5:0 854:4:2	1 3 7	ACX	TSE	1	1.T.C 1.S.C 1.E.V	2.0 1.5 1.5	dzə	0	446
293	Qiang	eat	eat:PRS	lexicon	dzɑ:	d z ɑː	4	dzɑ:,”	eat:PRS	ʂkup-te: qɑ dzɑ:,”	orangutan-DEF:CL 1sg eat:PRS	90:2:0 109:2:0 127:2:0 1053:1:0	1 3 7	ACX	TSA	1	1.T.C 1.S.C 1.A.V	2.0 1.5 1.5	dzɑː	0	446
294	Qiang	eat	eat	lexicon	dzi	d z i	1	sə-dzi-ku-wɑ,	DIR-eat-NAR-EMPH	ɦɑ-tsə ʐmətʂi-le:-tɑ-ŋuəȵi sə-dzi-ku-wɑ,	INT-this emperor-DEF:CL-DAT-TOP DIR-eat-NAR-EMPH	590:2:1	1 3 7	ACX	TSI	1	1.T.C 1.S.C 1.I.V	2.0 1.5 1.5	dzi	0	446
295	Qiang	eat	eat	lexicon	dze	d z e	1	sə-dze-tu,	DIR-eat-LNK	sə-dze-tu,	DIR-eat-LNK	591:0:1	1 3 7	ACX	TSE	1	1.T.C 1.S.C 1.E.V	2.0 1.5 1.5	dze	0	446
296	Qiang	eat	eat	lexicon	tɕhə	tɕʰ ə	3	tɕhə-kəpə-k,	eat-HABIT-INF	stuɑhɑ χaiʂə ba kə tɕhə-kəpə-k,	rice/food †(still.is) big thus eat-HABIT-INF	599:4:0 763:2:0 792:7:0	2 7	AX	CE	1	1.C.C 1.E.V	2.0 1.5	tɕʰə	0	450
297	Qiang	eat	eat	lexicon	zə	z ə	1	ə-zə-n,	DIR-eat-2sg	ə-zə-n,	DIR-eat-2sg	1054:0:1	3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	zə	1	450
800	Qiang	eat // 1sg	eat:1sg	lexicon	dza	d z a/ɑ	1	sə-dza-tu,	DIR-eat:1sg-LNK	qɑ tshəntɕɑ qɑpə-tɕ ʂpəl ȵɑ ɕtɕi:mi sə-dza-tu,	1sg Chen.family old.man-GEN kidney COM heart DIR-eat:1sg-LNK	835:6:1	1 3 7	ACX	TSA	1	1.T.C 1.S.C 1.A.V	2.0 1.5 1.5	dza/ɑ	0	451
927	Qiang	eleven	eleven	lexicon	hatʂi	h a/ɑ ʈʂ i	1	hatʂi-p	eleven-year	the-wu hatʂi-p le-ȵi qɑ ta:-meʴʐ-wɑ,	that-ABL eleven-year exist-ADV 1sg DIR:INDTV-seek-DVT	1123:1:0	3 7 2 7	AXBZ	HACI	1	1.H.C 1.A.V 1.C.C 1.I.V	2.0 1.5 1.75 0.8	ha/ɑʈʂi	0	452
558	Qiang	emperor	emperor	lexicon	ʐmətʂi	ʐ m ə ʈʂ i	50	ʐmətʂi.	emperor	sawu-le: wutɕupu-ŋuəȵi ʐmətʂi.	older.sister-DEF:CL husband-TOP emperor	367:2:0 370:1:0 446:2:0 448:0:0 506:1:0 528:5:0 556:1:0 556:3:5 557:0:0 558:0:0 573:1:0 581:2:0 584:2:0 590:1:0 592:1:0 615:3:0 625:6:0 629:0:0 656:2:0 674:5:0 684:0:0 691:2:0 751:0:0 770:1:0 773:1:0 782:4:0 784:1:0 785:1:0 786:0:0 812:1:0 813:0:0 818:0:0 832:0:0 833:0:0 839:0:0 851:2:0 889:2:0 890:0:0 1064:4:0 1105:4:0 1152:1:0 1165:0:0 1173:1:0 1188:0:0 1191:0:0 1199:4:0 1199:6:0 1206:1:0 1217:0:0 1218:1:0	3 4 7 2 7	ACXBZ	SMECI	1	1.S.C 1.M.C 1.E.V 1.C.C 1.I.V	2.0 1.5 1.5 1.75 0.8	ʐməʈʂi	0	453
559	Qiang	emperor	emperor	lexicon	juɑnʁuɑi	j u ɑ n ʁ u ɑ i	7	“juɑnʁuɑi”	emperor	“juɑnʁuɑi” ʂpə-k-tɕi-wɑ,	emperor call-INF-3pl-EMPH	369:0:0 448:2:0 475:2:0 505:0:0 811:1:0 812:4:0 813:2:0	6 7 7 4 5 7 7 7	AXYBCYYZ	JYANRYAI	1	1.J.C 1.Y.V 1.A.V 1.N.C 1.R.C 1.Y.V 1.A.V 1.I.V	2.0 1.5 1.3 1.75 1.5 1.3 1.3 0.8	juɑnʁuɑi	0	454
560	Qiang	emperor	emperor	lexicon	juɑnʁuɑi109	j u ɑ n ʁ u ɑ i	1	juɑnʁuɑi.109)	emperor	juɑnʁuɑi.109) ɦɑ-tu satʂů-te:-tɕ-tʂi-le:-ŋuəȵi tʂi ou ʐi-kui,	emperor INT-RESULT younger.sister-DEF:CL-GEN-man-DEF:CL-TOP son one:CL exist-NAR	372:0:0	6 7 7 4 5 7 7 7	AXYBCYYZ	JYANRYAI	1	1.J.C 1.Y.V 1.A.V 1.N.C 1.R.C 1.Y.V 1.A.V 1.I.V	2.0 1.5 1.3 1.75 1.5 1.3 1.3 0.8	juɑnʁuɑi	1	454
561	Qiang	emperor	emperor	lexicon	juanʁuai	j u a/ɑ n ʁ u a/ɑ i	1	juanʁuai-ŋuəȵi	emperor-TOP	sawu-le: wutɕupu-ŋuəȵi juanʁuai-ŋuəȵi ɦɑ-ke ŋuə-kəi.	oldr.sistr-DEF:CL husband-TOP emperor-TOP INT-thus COP-NAR	445:2:0	6 7 7 4 5 7 7 7	AXYBCYYZ	JYANRYAI	1	1.J.C 1.Y.V 1.A.V 1.N.C 1.R.C 1.Y.V 1.A.V 1.I.V	2.0 1.5 1.3 1.75 1.5 1.3 1.3 0.8	jua/ɑnʁua/ɑi	0	454
562	Qiang	emperor	emperor	lexicon	ʐmitʂi	ʐ m i ʈʂ i	1	ʐmitʂi	emperor	ɦɑlɑ ɦɑ-tsu ʐmitʂi sətsim-le: jautsan ŋuə-ku-ʂ.	INT INT-here emperor wife-DEF:CL man.eating.demon COP-NAR-LNK	1203:2:0	3 4 7 2 7	ACXBZ	SMICI	1	1.S.C 1.M.C 1.I.V 1.C.C 1.I.V	2.0 1.5 1.5 1.75 0.8	ʐmiʈʂi	0	453
779	Qiang	empty handed	empty.handed	lexicon	xʂuɕtɕu	x ʂ u ɕ tɕ u	1	xʂuɕtɕu-le:	empty.handed-DEF:CL	ɦɑ-kə xʂuɕtɕu-le: kə-qəstɑ,	INT-thus empty.handed-DEF:CL go-not.as.good.as	802:1:0	3 3 7 3 2 7	ACYMBZ	GSYSCY	1	1.G.C 1.S.C 1.Y.V 1.S.c 1.C.C 1.Y.V	2.0 1.5 1.3 1.1 1.75 0.8	xʂuɕtɕu	1	455
311	Qiang	encounter	encounter	lexicon	tʂepe	ʈʂ e p e	12	e-tʂepe-kəi-tɕu.	DIR-encounter-NAR-PART	χa-le:-ȵɑ e-tʂepe-kəi-tɕu.	needle-DEF:CL-COM DIR-encounter-NAR-PART	67:1:1 85:2:1 100:4:1 101:2:1 119:2:1 120:1:1 137:1:1 138:1:1 159:4:1 160:1:1 938:1:1 941:2:1	2 7 1 7	AXBZ	CEPE	1	1.C.C 1.E.V 1.P.C 1.E.V	2.0 1.5 1.75 0.8	ʈʂepe	0	456
883	Qiang	encouter	encouter	lexicon	tsu	ts u	1	tu-tsu-kəi,	DIR-encouter-NAR	sə-tɕ-kəi-tu ɦɑlɑ ʐɑwɑ-ʂəpan-le: ɦa-que-ji-le: tu-tsu-kəi,	DIR-drink-NAR-LNK INT stone-†stone.slab-DEF:CL DIR-cover-CSM-DEF:CL DIR-encouter-NAR	1020:4:1	2 7	AX	CY	1	1.C.C 1.Y.V	2.0 1.5	tsu	1	457
742	Qiang	equal	†(equal	lexicon	phin	pʰ i n	1	phin-tɕhi-phin-tsuo,	†(equal-stand-equal-sit)	qɑ-ȵike phin-tɕhi-phin-tsuo,	1sg-COM:thus †(equal-stand-equal-sit)	712:1:0	1 7 4	AXN	PIN	1	1.P.C 1.I.V 1.N.c	2.0 1.5 0.8	pʰin	0	458
743	Qiang	equal	equal	lexicon	phin	pʰ i n	1	phin-tɕhi-phin-tsuo,	†(equal-stand-equal-sit)	qɑ-ȵike phin-tɕhi-phin-tsuo,	1sg-COM:thus †(equal-stand-equal-sit)	712:1:2	1 7 4	AXN	PIN	1	1.P.C 1.I.V 1.N.c	2.0 1.5 0.8	pʰin	1	458
814	Qiang	escape	escape	lexicon	χlu	χ l u	1	do-χlu	DIR-escape	qɑ-ŋuəȵi fɑntʂənʂə ʐmətʂi tsoqpi jəpɑ-q-tɑ-ŋuəȵi do-χlu mɑ-lə-jya,	1sg-TOP †(anyway.is) emperor this:family hand-top-LOC-TOP DIR-escape NEG-able-ASP:1sg	851:5:1	3 5 7	ACX	GLY	1	1.G.C 1.L.C 1.Y.V	2.0 1.5 1.5	χlu	0	459
726	Qiang	even more	†even.more	lexicon	kənʂə	k ə n ʂ ə	1	kənʂə	†even.more	mi χaisə ɦɑ-tsəi ɦɑ-tse:-ŋuəȵi kənʂə tə-pəʴʐ-ȵi ɦɑ-ke ŋuə-ʐ-kui-hɑ.	person †(still) INT-this.manner INT-this:CL-TOP †even.more DIR-provide.for-ADV INT-thus COP-CAUS-NAR-PART	682:4:0	1 7 4 3 7	AXMBZ	KENSE	1	1.K.C 1.E.V 1.N.c 1.S.C 1.E.V	2.0 1.5 1.1 1.75 0.8	kənʂə	0	460
120	Qiang	everywhere	everywhere	lexicon	tɕetɕi	tɕ e tɕ i	4	tɕetɕi-lɑ	everywhere-LOC	duɑʁl-le:-wu sə-xte-ȵi tɕetɕi-lɑ da-ʁů.	scythe-DEF:CL-INST DIR-chop-LNK everywhere-LOC DIR-throw(away)	20:2:0 22:0:0 46:4:0 519:1:0	2 7 2 7	AXBZ	CECI	1	1.C.C 1.E.V 1.C.C 1.I.V	2.0 1.5 1.75 0.8	tɕetɕi	0	461
843	Qiang	exhort	exhort	lexicon	χte	χ t e	3	ə-χte-jy,	DIR-exhort-ASP	ŋuəȵi sətsim-le:-tɑ-ŋuəȵi ə-χte-jy,	TOP wife-DEF:CL-LOC-TOP DIR-exhort-ASP	904:2:1 1115:2:1 1116:2:1	3 1 7	ACZ	GTE	1	1.G.C 1.T.C 1.E.V	2.0 1.5 0.8	χte	0	462
10	Qiang	exist	exist	lexicon	we	w e	12	we-i,	exist-HS	mutu-lɑ mujuqů ʐguə-zi we-i,	heaven-LOC sun nine-CL exist-HS	2:3:0 32:2:0 51:1:0 510:2:0 724:3:1 726:2:0 727:3:0 728:5:0 729:11:0 763:6:0 994:4:0 999:4:0	6 7	AX	WE	1	1.W.C 1.E.V	2.0 1.5	we	0	463
11	Qiang	exist	exist	lexicon	ʐi	ʐ i	48	ʐi-m	exist-NOM	pitɕ phu-ʁɑ ʐi-m phuxʂu pe-wei.	now forest-LOC exist-NOM wild.animals become-HS	48:2:0 59:2:1 59:5:1 105:2:1 106:2:1 107:1:1 124:6:1 124:9:1 195:3:0 205:4:0 211:6:0 224:2:0 237:3:1 250:2:0 301:7:0 372:5:0 396:6:1 425:0:0 438:2:0 460:5:0 461:3:0 475:4:0 486:1:0 487:1:0 499:6:0 532:1:0 532:3:0 533:6:0 543:2:0 547:2:0 568:3:0 609:7:0 615:8:0 616:2:0 663:8:0 687:4:0 688:1:0 693:2:0 724:4:1 864:3:0 876:6:0 996:7:0 1049:5:0 1050:1:0 1071:3:0 1072:3:0 1200:2:0 1252:0:1	3 7	AX	SI	1	1.S.C 1.I.V	2.0 1.5	ʐi	0	464
12	Qiang	exist	exist	lexicon	w	w	4	me-w,	NEG-exist	“a: ke:-jə mɑ-ŋ̥u̥ə-ta ʐə me-w,	EXCL INDEF:CL-EXC NEG-COP-if matter NEG-exist	94:4:1 131:1:1 153:1:1 174:1:1	6	A	W	1	1.W.C	2.0	w	0	463
13	Qiang	exist	exist	lexicon	ʐə	ʐ ə	8	me-ʐə-i	NEG-exist-CSM	“qɑ-ŋuəȵi ep lə me-ʐə-i əw lə me-ʐə-i,	1sg-TOP father also NEG-exist-CSM mother also NEG-exist-CSM	146:3:1 146:6:1 166:3:1 166:6:1 739:3:0 1243:3:0 1246:2:0 1270:1:0	3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	ʐə	0	464
14	Qiang	exist	exist	lexicon	le	l e	12	me-le-jy,	NEG-exist-ASP	miɑuʁdʐue lə me-le-jy,	eye also NEG-exist-ASP	254:2:1 561:4:0 562:1:0 845:3:1 899:1:0 902:5:0 908:4:0 928:2:0 929:1:0 1122:3:0 1123:2:0 1125:2:0	5 7	AX	LE	1	1.L.C 1.E.V	2.0 1.5	le	0	467
15	Qiang	exist	exist	lexicon	we̊	w e̥/e	1	me-we̊-jy.	NEG-exist-ASP	japə e-xʂe lə me-we̊-jy.	hand one-CL also NEG-exist-ASP	255:3:1	6 7	AX	WE	1	1.W.C 1.E.V	2.0 1.5	we̥/e	0	463
16	Qiang	exist	exist	lexicon	ʂə	ʂ ə	6	ʂə,	exist	xsə thəl-le: qəpɑtʂɑ: ʂə,	new(again) stone.pestle-DEF:CL head:LOC exist	264:3:0 664:2:0 667:1:0 1022:7:0 1025:1:0 1045:5:0	3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	ʂə	0	464
17	Qiang	exist	exist	lexicon	le:	l eː	2	dʐuků-le:-kə-ʂ,	knowledge-exist-INF-LNK	ȵi: lə dʐuků-le:-kə-ʂ,	3sgREFL also knowledge-exist-INF-LNK	485:2:1 1109:6:1	5 7	AX	LE	1	1.L.C 1.E.V	2.0 1.5	leː	0	467
18	Qiang	exist	exist	lexicon	ʐi?	ʐ i	1	ʐi?	exist	tɕɑ-lɑ ʐi?	where-LOC exist	531:1:0	3 7	AX	SI	1	1.S.C 1.I.V	2.0 1.5	ʐi	1	464
19	Qiang	exist	exist	lexicon	l	l	1	de-l	DIR-exist	ɦɑ-tu dʐuků de-l kɑ-hɑn ŋuə-ku.	INT-RESULT knowledge DIR-exist INDEF:one-kind COP-NAR	563:2:1	5	A	L	1	1.L.C	2.0	l	0	467
20	Qiang	exist	exist	lexicon	xu	x u	1	xu-tu,	exist-LNK	“a tsə-s ɑz-ŋuəȵi ɕi-lɑ: ataʐ-ȵi u-ʐmu ȵɑ u-tɕu-s-le: ə-mə-s xu-tu,	EXCL this-COMP one:CL-TOP small-DEF:CL fast-ADV DIR-dream COM DIR-see-NOM-DEF:CL DIR-hear-NOM exist-LNK	706:9:0	3 7	AX	GY	1	1.G.C 1.Y.V	2.0 1.5	xu	0	464
21	Qiang	exist	exist:PRS	lexicon	ʐa:	ʐ aː/ɑː	1	ʐa:,	exist:PRS	tɕile tu-jů-ȵi ʐa:,	1pl DIR-stand-ADV exist:PRS	1181:2:0	3 7	AX	SA	1	1.S.C 1.A.V	2.0 1.5	ʐaː/ɑː	0	464
350	Qiang	exist // 1sg	exist:1sg	lexicon	ʐa	ʐ a/ɑ	2	me-ʐa-wɑ,	NEG-exist:1sg-EMPH	ɦɑ “qɑ tɕəu-lɑ ou-tɕi me-ʐa-wɑ,	INT 1sg home-LOC one:CL-EXC NEG-exist:1sg-EMPH	89:4:1 104:3:1	3 7	AX	SA	1	1.S.C 1.A.V	2.0 1.5	ʐa/ɑ	0	468
381	Qiang	exist // all	exist:REDUP:all	lexicon	ʂəʂə:ʴwu	ʂ ə ʂ əʴ/əː w u	1	ʂəʂə:ʴwu	exist:REDUP:all	jɑnkhui ʂəʂə:ʴwu i-pə-l-kui-tɕu.	stone.mortar exist:REDUP:all DIR-arrive-come-NAR-PART	188:1:0	3 7 3 7 6 7	AXBYBZ	SESEWY	1	1.S.C 1.E.V 1.S.C 1.E.V 1.W.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	ʂəʂəʴ/əːwu	0	469
382	Qiang	exist // all	exist:REDUP:all	lexicon	ʂəʂe:ʴwu	ʂ ə ʂ ʴ/eː w u	1	ʂəʂe:ʴwu	exist:REDUP:all	tu the-maha-ŋuəȵi tɕiu ʂəʂe:ʴwu ȵiɑntɕi gɑnphai-tu-pů-kəi-stu,	RESULT that-night-TOP †(then) exist:REDUP:all together arrange-DIR-do-NAR-PART	206:3:0	3 7 3 7 6 7	AXBYBZ	SESEWY	1	1.S.C 1.E.V 1.S.C 1.E.V 1.W.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	ʂəʂʴ/eːwu	0	469
730	Qiang	expensive	expensive	lexicon	phulu	pʰ u l u	1	phulu	expensive	gənkuo wətshi-ŋuəȵi gən phulu χaiʂə pɑufu-le: ŋuə-s kɑ-hɑn ŋuə-kuɑ-ji,	parrot bird-TOP very expensive †(still.is) retaliation-DEF:CL COP-NOM INDEF:one-kind COP-NAR-HS	685:3:0	1 7 5 7	AXBZ	PYLY	1	1.P.C 1.Y.V 1.L.C 1.Y.V	2.0 1.5 1.75 0.8	pʰulu	0	470
459	Qiang	explode	explode	lexicon	ʂp	ʂ p	2	da-ʂp-jə-kui-stu,	DIR-explode-REP-NAR-PART	xsə ɕtɕiɕtɕɑq-lɑ-hɑ da-ʂp-jə-kui-stu,	new(again) magpie-DEF:one-pl DIR-explode-REP-NAR-PART	240:2:1 241:1:1	3 1	AN	SP	1	1.S.C 1.P.c	2.0 0.8	ʂp	0	471
468	Qiang	eye	eye	lexicon	miɑuʁdʐue	m i ɑ u ʁ ɖʐ u e	2	miɑuʁdʐue-la:-ʁa	eye-DEF:CL-LOC	miɑuʁdʐue-la:-ʁa i-tshuete-kui-stu.	eye-DEF:CL-LOC DIR-peck-NAR-PART	252:0:0 254:0:0	4 7 7 7 5 2 7 7	AXYYMBYZ	MIAYRCYE	1	1.M.C 1.I.V 1.A.V 1.Y.V 1.R.c 1.C.C 1.Y.V 1.E.V	2.0 1.5 1.3 1.3 1.1 1.75 1.3 0.8	miɑuʁɖʐue	0	472
469	Qiang	eye	eye	lexicon	mi:	m iː	1	mi:	eye	qɑ-phusuluq-te: tə-tsəqɑ-ȵi mi: ɦɑ-tʂə-n-bɑ,	1sg-clothing-DEF:CL DIR-grab-ADV eye DIR-close-2sg-DTV	353:2:0	4 7	AX	MI	1	1.M.C 1.I.V	2.0 1.5	miː	1	473
460	Qiang	eyes	eyes	lexicon	mi:	m iː	4	mi:	eyes	tʂhəqtʂhɑqtʂhəqtʂhɑq-lɑ-hɑ dɑ-ʂp-ȵiɑufu mi: dɑ-qə-kui,	(onomatopoeia)-DEF:one-pl DIR-explode-LNK(as.soon.as) eyes DIR-go-NAR	241:2:0 242:0:0 244:0:0 245:0:0	4 7	AX	MI	1	1.M.C 1.I.V	2.0 1.5	miː	0	474
462	Qiang	face	face	lexicon	quaha	q u a/ɑ h a/ɑ	2	quaha-lo-qu	face-DEF:one-CL	quaha-lo-qu χuəlɑ kɑntɕhi-kəi-wɑ,	face-DEF:one-CL wash think/want-NAR-EMPH	248:0:0 249:0:0	1 7 7 3 7	AXYBZ	KYAHA	1	1.K.C 1.Y.V 1.A.V 1.H.C 1.A.V	2.0 1.5 1.3 1.75 0.8	qua/ɑha/ɑ	0	475
463	Qiang	face	face	lexicon	quɑha	q u ɑ h a/ɑ	1	quɑha-χupi	face-appearance	quɑha-χupi lə u-mu-tɕu-le,	face-appearance also DIR-NEG-see-because	1163:0:0	1 7 7 3 7	AXYBZ	KYAHA	1	1.K.C 1.Y.V 1.A.V 1.H.C 1.A.V	2.0 1.5 1.3 1.75 0.8	quɑha/ɑ	0	475
585	Qiang	face to face	face.to.face	lexicon	dʐə	ɖʐ ə	1	ə-dʐə-ȵi	DIR-face.to.face-ADV	ɦɑ-tu sawu-le: ȵɑ satʂů-le: ɦɑlɑ ə-dʐə-ȵi pethiɑu-pə-kəi,	INT-RESULT older.sister-DEF:CL COM younger.sister-DEF:CL INT DIR-face.to.face-ADV chat-do-NAR	397:5:1	2 7	AX	CE	1	1.C.C 1.E.V	2.0 1.5	ɖʐə	1	476
647	Qiang	fast	fast	lexicon	ataʐ	a/ɑ t a/ɑ ʐ	3	ataʐ-ʂɑ,	fast-HORT	ɦɑ-thu-ŋuəȵi ɕi-la: ataʐ-ʂɑ,	INT-there-TOP little-DEF:one:CL fast-HORT	489:2:0 509:1:0 706:4:0	7 1 7 3	XBYN	ATAS	1	1.A.V 1.T.C 1.A.V 1.S.c	1.5 1.75 1.3 0.8	a/ɑta/ɑʐ	0	477
648	Qiang	fast	fast	lexicon	khuɑi	kʰ u ɑ i	1	a:-khuɑi-thɑ-ʂ	INDTV-fast-AUX-LNK	ɦɑ-tu a:-khuɑi-thɑ-ʂ we-tu,”	INT-RESULT INDTV-fast-AUX-LNK exist-LNK	510:1:1	1 7 7 7	AXYZ	KYAI	1	1.K.C 1.Y.V 1.A.V 1.I.V	2.0 1.5 1.3 0.8	kʰuɑi	0	478
649	Qiang	fast	fast	lexicon	uɬu	u ɬ u	1	uɬu	fast	uɬu dʐə-mə:ʴwu meʴʐ-kə tɕhe,”	fast able-NOM:all seek-go want	514:0:0	7 5 7	XBZ	YLY	1	1.Y.V 1.L.C 1.Y.V	1.5 1.75 0.8	uɬu	0	479
650	Qiang	fast	fast	lexicon	jəsai	j ə s a/ɑ i	1	jəsai-wɑ,	fast-EMPH	ɦɑ-thɑ dɑ-χɬɑ: jəsai-wɑ,	INT-there DIR-cross:PRS fast-EMPH	542:2:0	6 7 3 7 7	AXBYZ	JESAI	1	1.J.C 1.E.V 1.S.C 1.A.V 1.I.V	2.0 1.5 1.75 1.3 0.8	jəsa/ɑi	0	480
651	Qiang	fast	fast	lexicon	ataʐə	a/ɑ t a/ɑ ʐ ə	2	ataʐə-s-lɑ:	fast-NOM-DEF:CL	qɑ-tɕ-ŋuəȵi ɕi-lɑ: ataʐə-s-lɑ: ɕɑ:-ŋuɑ,	1sg-GEN-TOP small-DEF:CL fast-NOM-DEF:CL INDTV-COP:1sg	707:2:0 757:1:0	7 1 7 3 7	XBYBZ	ATASE	1	1.A.V 1.T.C 1.A.V 1.S.C 1.E.V	1.5 1.75 1.3 1.75 0.8	a/ɑta/ɑʐə	0	477
760	Qiang	fate/destiny	fate/destiny	lexicon	lez	l e z	1	lez	fate/destiny	ɦa-ka:-ʁɑ stuɑhɑ tɕhə-s ɦɑ-kɑ-hɑn lez tə-ʁə-s-le: we-kuai.	INT-INDEF:one:CL-LOC food eat-NOM INT-INDEF:one-kind fate/destiny DIR-go-NOM-DEF:CL exist-NAR	763:4:0	5 7 3	AXN	LES	1	1.L.C 1.E.V 1.S.c	2.0 1.5 0.8	lez	0	481
177	Qiang	father	father	lexicon	ɑpə	ɑ p ə	1	ɑpə-xsə-ŋuəȵi	father-god-TOP	ɑpə-xsə-ŋuəȵi themle lu-zu xsə-quɑt de-l-wei,	father-god-TOP 3pl China.fir-seed three-bushel DIR-give-HS	30:0:0	7 1 7	XBZ	APE	1	1.A.V 1.P.C 1.E.V	1.5 1.75 0.8	ɑpə	1	482
178	Qiang	father	father	lexicon	ep	e p	24	ep	father	ep lə me-ʐi ew lə me-ʐi ke: ŋuə-kəi-tɕu,	father also NEG-exist mother also NEG-exist INDEF:CL COP-NAR-PART	59:0:0 107:0:0 124:4:0 146:1:0 166:1:0 934:1:0 936:0:0 939:2:0 940:0:0 949:1:0 950:1:0 952:0:1 953:2:0 972:7:0 973:0:0 1111:3:1 1112:1:0 1120:0:0 1129:1:0 1135:4:0 1137:0:0 1140:0:0 1144:2:0 1251:1:0	7 1	XN	EP	1	1.E.V 1.P.c	1.5 0.8	ep	0	482
179	Qiang	father	father	lexicon	tɑtə	t ɑ t ə	2	tɑtə	father	tɑtə lə me-ʐi,	father also NEG-exist	105:0:0 282:0:0	1 7 1 7	AXBZ	TATE	1	1.T.C 1.A.V 1.T.C 1.E.V	2.0 1.5 1.75 0.8	tɑtə	0	484
180	Qiang	father	father	lexicon	epə	e p ə	2	ȵi:-epə-tɕ	3sgREFL-father-GEN	tʂi thɑnkhemu ȵɑ likhemu tshəntitɕhin ȵi:-epə-tɕ gueʴ-ȵɑ nə-quɑ-kəi-wɑ,	male/son Thɑnkhemu COM Likhemu Chen.Diqing 3sgREFL-father-GEN army-COM DIR-fight-NAR-EMPH	1101:5:1 1103:1:1	7 1 7	XBZ	EPE	1	1.E.V 1.P.C 1.E.V	1.5 1.75 0.8	epə	0	482
133	Qiang	father(god)	father(god)	lexicon	ɑpə	ɑ p ə	1	ɑpə	father(god)	ɑpə mupithɑ-ŋuəȵi,	father(god) Mupitha-TOP	26:0:0	7 1 7	XBZ	APE	1	1.A.V 1.P.C 1.E.V	1.5 1.75 0.8	ɑpə	0	485
535	Qiang	feast106	feast106	lexicon	dʑel	dʑ e l	1	dʑel-pə-tɕ-mɑ:-le:	feast106-do-GEN-mama-DEF:CL	bəs dʑel-pə-tɕ-mɑ:-le: hɑ-lə-kui-stũ.	snake feast106-do-GEN-mama-DEF:CL DIR-come-NAR-PART	337:1:0	2 7 5	AXN	CEL	1	1.C.C 1.E.V 1.L.c	2.0 1.5 0.8	dʑel	0	486
923	Qiang	feed	feed	lexicon	ɕtɕ	ɕ tɕ	2	dɑ-ɕtɕ-jə,	DIR-feed-CSM	thɑnkhemu ȵɑ likhemu-ŋuəȵi titɑu-ʁɑ a-ʁů-ȵi ȵisues me-le:-tɕ-ŋuəȵi sipe dɑ-ɕtɕ-jə,	Thɑnkhemu COM Likhemu-TOP tunnel-LOC DIR-throw-ADV nearly.dead NEG-exist-GEN-TOP medicine DIR-feed-CSM	1109:8:1 1110:1:1	3 2	AN	SC	1	1.S.C 1.C.c	2.0 0.8	ɕtɕ	0	487
395	Qiang	few	few	lexicon	χsɑ	χ s ɑ	1	thɑ-χsɑ	that:one-few	thɑ-χsɑ i-pə-l-ku-tu,	that:one-few DIR-arrive-come-NAR-LNK	196:0:1	3 3 7	ACZ	GSA	1	1.G.C 1.S.C 1.A.V	2.0 1.5 0.8	χsɑ	0	488
